accident_year,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,daytime,month,season,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,is_grave_accident
2019,1,3,1,6,6,30,1,1,1,1,office hours (10-16),7,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,2,1,30,1,8,1,1,night (23-7),8,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,5,7,30,1,1,1,2,afternoon rush (16-19),8,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,2,1,1,2,6,30,1,1,1,2,afternoon rush (16-19),9,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,Yes
2019,1,2,1,4,2,20,1,1,1,1,afternoon rush (16-19),9,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,1,1,2,9,20,7,2,9,1,afternoon rush (16-19),9,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,6,6,20,1,1,2,1,morning rush (7-10),10,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,3,1,30,1,1,1,1,morning rush (7-10),10,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,7,6,30,1,2,2,1,office hours (10-16),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,3,1,30,4,1,1,1,evening (19-23),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,7,2,20,4,2,2,1,afternoon rush (16-19),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,1,2,5,2,20,1,2,2,1,office hours (10-16),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,3,9,20,1,1,1,2,morning rush (7-10),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2019,1,2,1,3,6,30,1,2,2,1,morning rush (7-10),12,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,1,2,1,6,3,30,4,2,2,2,night (23-7),1,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,1,2,1,2,1,30,1,1,1,1,morning rush (7-10),2,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,1,1,1,7,6,20,1,1,1,1,office hours (10-16),5,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,1,2,1,4,1,20,1,2,2,1,evening (19-23),7,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,1,2,1,4,1,20,1,1,1,1,office hours (10-16),7,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,2,1,1,1,6,30,1,1,1,1,evening (19-23),6,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,Yes
2020,1,2,1,6,6,30,7,8,2,1,evening (19-23),8,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,2,2,1,7,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,Yes
2020,1,1,2,3,6,20,4,1,1,2,evening (19-23),9,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,1,2,1,6,3,20,4,1,1,1,evening (19-23),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2020,1,2,1,3,3,30,4,1,2,1,office hours (10-16),12,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,2,6,30,1,1,1,1,night (23-7),2,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,2,3,6,30,1,1,1,1,office hours (10-16),3,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,2,6,30,1,1,1,1,afternoon rush (16-19),3,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,2,3,1,5,6,30,1,1,1,1,afternoon rush (16-19),4,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,Yes
2017,1,2,1,3,7,30,1,1,1,1,afternoon rush (16-19),4,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,2,4,6,30,1,1,1,1,afternoon rush (16-19),4,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,2,6,3,30,1,1,1,1,office hours (10-16),4,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,6,3,30,1,1,1,1,morning rush (7-10),5,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,5,3,30,1,9,9,1,evening (19-23),5,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,6,1,20,1,1,1,1,office hours (10-16),5,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,2,7,6,30,1,1,1,1,evening (19-23),5,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,2,1,1,2,6,30,1,9,9,1,night (23-7),5,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,Yes
2017,1,1,2,4,2,30,1,1,1,1,afternoon rush (16-19),6,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,2,7,3,30,1,1,1,2,office hours (10-16),6,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,4,6,30,1,1,1,2,afternoon rush (16-19),6,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,1,6,30,1,1,1,1,office hours (10-16),6,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,2,6,6,30,1,1,1,1,evening (19-23),7,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,5,6,30,1,1,1,1,morning rush (7-10),5,Spring,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,4,9,30,1,9,9,1,afternoon rush (16-19),6,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,2,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,5,0.1,0.105,-1.141,7.629,-0.702,55.552,Yes
2017,2,2,1,1,6,30,4,1,1,1,night (23-7),9,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,Yes
2017,1,1,1,3,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,5,9,30,1,1,1,1,office hours (10-16),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,6,2,30,5,1,1,1,afternoon rush (16-19),11,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,5,9,30,1,1,9,1,morning rush (7-10),10,Autumn,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,3,6,30,1,1,2,1,morning rush (7-10),12,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,2,1,5,3,30,1,1,1,1,office hours (10-16),12,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2017,1,1,1,5,6,30,1,2,2,1,office hours (10-16),12,Winter,5,0.1,0.105,-1.141,7.629,-0.702,55.552,No
2018,1,2,1,5,3,30,4,2,2,2,morning rush (7-10),1,Winter,4,0.143,0.073,0.054,9.487,0.181,16.028,No
2018,1,2,1,3,6,30,4,1,1,2,afternoon rush (16-19),1,Winter,4,0.143,0.073,0.054,9.487,0.181,16.028,No
2018,1,2,1,1,6,30,1,1,1,1,office hours (10-16),9,Autumn,4,0.143,0.073,0.054,9.487,0.181,16.028,No
2019,1,2,1,2,3,30,1,1,1,1,office hours (10-16),4,Spring,4,0.143,0.073,0.054,9.487,0.181,16.028,No
2019,2,2,1,4,6,30,1,1,1,1,morning rush (7-10),7,Summer,4,0.143,0.073,0.054,9.487,0.181,16.028,Yes
2017,1,2,1,1,6,30,7,9,9,1,evening (19-23),3,Spring,4,0.143,0.073,0.054,9.487,0.181,16.028,No
2017,1,2,1,4,6,30,1,9,1,1,morning rush (7-10),7,Summer,4,0.143,0.073,0.054,9.487,0.181,16.028,No
2018,1,2,1,5,6,30,4,2,2,1,morning rush (7-10),1,Winter,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2018,1,2,1,2,6,30,1,2,2,1,morning rush (7-10),2,Winter,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),4,Spring,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2018,1,2,1,1,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2018,2,1,1,4,6,30,1,1,1,1,afternoon rush (16-19),10,Autumn,8,0.029,0.019,-0.655,0.139,0.403,46.29,Yes
2018,1,2,1,3,6,30,4,1,1,1,morning rush (7-10),10,Autumn,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2019,1,2,1,5,6,30,4,1,1,1,evening (19-23),2,Winter,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2019,1,2,1,3,6,30,1,1,1,1,morning rush (7-10),3,Spring,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2019,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),5,Spring,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2019,1,2,1,7,6,20,1,5,9,1,morning rush (7-10),6,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2019,1,2,1,5,6,30,7,2,2,1,afternoon rush (16-19),12,Winter,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,1,7,3,30,1,1,1,1,office hours (10-16),7,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,2,4,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,1,1,9,20,1,9,9,1,office hours (10-16),8,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,1,6,6,20,1,2,2,1,afternoon rush (16-19),10,Autumn,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,1,5,6,30,4,1,1,1,night (23-7),7,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,1,3,6,20,1,1,1,1,office hours (10-16),11,Autumn,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2020,1,2,1,3,3,30,1,1,1,1,office hours (10-16),11,Autumn,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2017,1,2,1,2,6,30,1,1,1,1,office hours (10-16),4,Spring,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2017,1,2,1,5,6,30,1,1,1,1,office hours (10-16),3,Spring,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2017,1,2,1,6,6,30,1,2,1,1,night (23-7),4,Spring,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2017,2,2,1,5,6,30,1,1,1,1,evening (19-23),5,Spring,8,0.029,0.019,-0.655,0.139,0.403,46.29,Yes
2017,2,2,1,3,6,30,4,1,1,1,evening (19-23),6,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,Yes
2017,1,2,1,5,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2017,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),7,Summer,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2017,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),11,Autumn,8,0.029,0.019,-0.655,0.139,0.403,46.29,No
2018,1,2,1,5,6,30,4,2,2,1,night (23-7),1,Winter,6,0.092,0.071,-0.549,13.533,0.273,30.285,No
2018,1,2,1,5,6,20,1,2,2,1,morning rush (7-10),1,Winter,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2018,1,1,1,6,2,20,1,1,1,1,office hours (10-16),5,Spring,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2018,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),6,Summer,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2018,1,2,1,3,6,20,1,1,1,1,office hours (10-16),7,Summer,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2018,2,2,1,4,6,20,1,1,1,1,office hours (10-16),8,Summer,3,0.192,0.12,0.591,19.106,0.203,46.111,Yes
2018,1,3,1,6,3,20,1,1,1,1,office hours (10-16),10,Autumn,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2018,1,2,1,7,3,20,4,1,1,1,night (23-7),11,Autumn,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2019,1,2,1,3,6,20,1,2,2,1,afternoon rush (16-19),2,Winter,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2019,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),3,Spring,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2020,1,2,1,6,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2020,2,2,1,6,6,60,1,1,1,1,office hours (10-16),9,Autumn,3,0.192,0.12,0.591,19.106,0.203,46.111,Yes
2020,1,2,1,3,6,20,4,2,2,1,afternoon rush (16-19),10,Autumn,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2017,2,2,1,5,6,30,7,1,1,1,night (23-7),1,Winter,3,0.192,0.12,0.591,19.106,0.203,46.111,Yes
2017,1,2,1,1,6,30,1,1,1,1,office hours (10-16),8,Summer,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2017,1,2,1,3,6,20,1,1,1,1,evening (19-23),8,Summer,3,0.192,0.12,0.591,19.106,0.203,46.111,No
2018,1,2,1,5,6,30,1,5,2,1,morning rush (7-10),1,Winter,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2018,1,1,2,4,6,30,1,1,1,1,morning rush (7-10),2,Winter,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2018,1,2,1,3,3,20,1,1,1,1,morning rush (7-10),4,Spring,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2018,1,2,1,2,6,30,1,1,1,1,evening (19-23),6,Summer,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2018,1,2,1,3,6,20,1,1,1,1,office hours (10-16),10,Autumn,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2019,1,2,1,3,6,40,1,1,1,1,office hours (10-16),5,Spring,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2019,1,2,1,4,6,30,1,2,2,1,afternoon rush (16-19),5,Spring,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2019,1,2,1,4,6,20,1,1,1,1,morning rush (7-10),8,Summer,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2019,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),9,Autumn,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2019,1,2,1,7,6,30,1,1,1,1,office hours (10-16),12,Winter,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2020,1,2,1,5,6,20,1,1,1,1,afternoon rush (16-19),8,Summer,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2020,1,2,1,1,6,30,4,1,2,1,afternoon rush (16-19),12,Winter,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2017,1,2,1,2,6,20,1,1,1,1,office hours (10-16),1,Winter,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2017,1,2,1,5,6,30,1,4,1,1,office hours (10-16),2,Winter,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2017,1,1,1,3,6,30,1,1,1,1,morning rush (7-10),4,Spring,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2017,1,2,1,3,6,30,1,1,1,1,afternoon rush (16-19),4,Spring,3,0.225,0.113,-0.098,17.799,0.598,48.514,No
2017,2,2,1,1,3,30,1,1,1,1,night (23-7),9,Autumn,3,0.225,0.113,-0.098,17.799,0.598,48.514,Yes
2018,1,2,1,5,6,30,4,2,2,1,afternoon rush (16-19),1,Winter,7,0.08,0.049,-0.858,5.685,0.234,31.968,No
2020,1,2,1,5,6,30,4,1,9,1,morning rush (7-10),1,Winter,7,0.08,0.049,-0.858,5.685,0.234,31.968,No
2017,1,2,1,2,1,30,1,1,2,2,office hours (10-16),1,Winter,7,0.08,0.049,-0.858,5.685,0.234,31.968,No
2018,1,2,1,5,6,30,4,2,2,1,evening (19-23),1,Winter,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2018,1,1,1,3,6,30,4,1,1,1,afternoon rush (16-19),2,Winter,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2018,1,2,1,6,6,20,1,2,2,1,morning rush (7-10),12,Winter,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2019,1,2,1,6,9,20,7,5,2,1,evening (19-23),12,Winter,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2020,1,1,1,1,6,30,1,1,1,1,office hours (10-16),7,Summer,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2020,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),9,Autumn,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2020,1,2,1,5,6,30,4,1,1,1,evening (19-23),9,Autumn,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2020,1,2,2,6,6,20,1,1,1,1,afternoon rush (16-19),9,Autumn,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2020,1,1,1,3,6,30,1,1,1,1,office hours (10-16),11,Autumn,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2017,1,1,1,6,6,40,1,1,1,1,office hours (10-16),3,Spring,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2017,1,2,1,3,3,30,1,1,1,1,evening (19-23),7,Summer,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2017,1,2,1,4,3,30,1,2,1,1,office hours (10-16),7,Summer,2,0.233,0.165,1.445,10.113,0.743,36.65,No
2018,1,2,1,6,6,20,1,1,2,1,morning rush (7-10),1,Winter,8,0.075,0.031,-0.987,0.688,-0.302,38.847,No
2018,2,2,1,5,6,20,1,1,1,1,morning rush (7-10),7,Summer,8,0.075,0.031,-0.987,0.688,-0.302,38.847,Yes
2019,1,2,1,4,6,30,1,8,1,1,afternoon rush (16-19),7,Summer,8,0.075,0.031,-0.987,0.688,-0.302,38.847,No
2020,1,2,1,2,6,30,4,2,2,1,afternoon rush (16-19),1,Winter,8,0.075,0.031,-0.987,0.688,-0.302,38.847,No
2020,1,2,1,6,6,30,4,1,1,1,evening (19-23),8,Summer,8,0.075,0.031,-0.987,0.688,-0.302,38.847,No
2017,1,2,1,5,6,30,1,1,1,1,morning rush (7-10),4,Spring,8,0.075,0.031,-0.987,0.688,-0.302,38.847,No
2017,1,2,1,6,6,30,1,2,2,1,morning rush (7-10),9,Autumn,8,0.075,0.031,-0.987,0.688,-0.302,38.847,No
2017,1,2,1,6,6,20,1,1,1,1,morning rush (7-10),11,Autumn,8,0.075,0.031,-0.987,0.688,-0.302,38.847,No
2018,1,2,1,6,6,20,1,1,2,1,morning rush (7-10),1,Winter,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2018,1,1,1,6,6,20,5,1,1,1,afternoon rush (16-19),2,Winter,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2018,2,2,1,7,3,20,1,1,1,1,afternoon rush (16-19),5,Spring,2,0.258,0.147,0.879,13.937,0.508,30.582,Yes
2018,2,1,1,3,6,20,1,2,2,1,morning rush (7-10),6,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,Yes
2018,2,2,1,3,6,20,1,1,1,1,afternoon rush (16-19),6,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,Yes
2018,1,1,1,5,6,30,1,8,1,1,evening (19-23),6,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2018,1,1,1,6,6,20,1,1,1,1,afternoon rush (16-19),7,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2018,1,2,1,2,6,20,4,1,1,1,evening (19-23),11,Autumn,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2019,1,2,1,7,6,30,1,8,1,1,morning rush (7-10),1,Winter,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2019,1,2,1,7,6,20,1,1,1,1,morning rush (7-10),9,Autumn,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2019,1,2,1,3,9,20,1,1,1,1,morning rush (7-10),11,Autumn,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2020,1,2,1,4,6,20,1,1,1,1,office hours (10-16),2,Winter,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2020,1,2,1,4,6,20,1,1,1,1,evening (19-23),6,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2017,1,2,1,2,6,30,1,1,1,1,morning rush (7-10),4,Spring,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2017,1,2,1,3,6,20,1,2,2,1,office hours (10-16),6,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2017,1,2,1,3,6,20,1,1,1,1,night (23-7),7,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2017,1,1,1,6,6,30,1,1,1,1,morning rush (7-10),7,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2017,1,2,1,6,6,20,1,9,1,1,evening (19-23),7,Summer,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2017,1,2,1,7,6,20,4,1,1,1,night (23-7),9,Autumn,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2017,1,1,2,6,6,20,4,1,1,1,evening (19-23),11,Autumn,2,0.258,0.147,0.879,13.937,0.508,30.582,No
2018,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),1,Winter,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2018,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),9,Autumn,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2018,2,1,2,3,3,30,4,2,2,1,evening (19-23),11,Autumn,6,0.084,0.052,-1.089,1.149,0.372,47.661,Yes
2019,2,2,1,6,6,30,4,1,1,1,afternoon rush (16-19),1,Winter,6,0.084,0.052,-1.089,1.149,0.372,47.661,Yes
2019,1,2,1,5,6,20,1,1,1,1,morning rush (7-10),5,Spring,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2019,1,2,1,2,6,30,1,1,1,1,afternoon rush (16-19),7,Summer,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2019,1,2,1,6,6,20,4,8,2,1,afternoon rush (16-19),11,Autumn,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2020,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),6,Summer,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2020,2,2,1,5,6,30,4,1,1,1,night (23-7),8,Summer,6,0.084,0.052,-1.089,1.149,0.372,47.661,Yes
2020,1,2,1,5,6,30,1,1,1,1,office hours (10-16),9,Autumn,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,1,2,1,4,3,30,4,1,1,1,evening (19-23),2,Winter,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,1,2,1,7,6,30,1,1,1,1,office hours (10-16),3,Spring,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,1,2,1,4,6,30,1,1,1,1,office hours (10-16),3,Spring,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),6,Summer,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,1,2,1,2,6,30,1,2,2,1,morning rush (7-10),8,Summer,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,1,2,1,4,6,30,1,1,1,1,afternoon rush (16-19),8,Summer,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,1,2,1,5,9,30,1,9,9,2,evening (19-23),9,Autumn,6,0.084,0.052,-1.089,1.149,0.372,47.661,No
2017,2,1,1,3,9,30,1,9,9,2,office hours (10-16),9,Autumn,6,0.084,0.052,-1.089,1.149,0.372,47.661,Yes
2018,1,2,1,6,1,20,1,1,2,1,morning rush (7-10),1,Winter,6,0.133,0.083,-0.285,4.669,-0.302,26.663,No
2018,1,1,1,5,6,20,4,1,1,1,afternoon rush (16-19),1,Winter,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2018,1,2,1,7,6,20,1,2,2,1,office hours (10-16),5,Spring,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2018,1,2,1,2,3,20,1,1,1,1,morning rush (7-10),6,Summer,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2018,1,2,1,2,6,20,1,1,1,1,office hours (10-16),9,Autumn,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2018,1,1,1,2,6,20,1,1,1,1,afternoon rush (16-19),9,Autumn,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2018,1,2,1,7,6,30,1,1,1,1,office hours (10-16),11,Autumn,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2018,1,2,1,6,2,20,1,9,9,1,office hours (10-16),11,Autumn,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2020,1,2,1,4,6,30,1,4,1,1,office hours (10-16),1,Winter,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2020,1,2,1,7,6,20,1,1,1,1,office hours (10-16),9,Autumn,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2017,1,2,1,7,2,20,4,1,1,1,night (23-7),2,Winter,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2017,1,2,1,6,3,30,1,1,1,1,morning rush (7-10),8,Summer,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2017,1,2,1,4,2,20,1,1,1,1,evening (19-23),8,Summer,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2017,2,2,1,6,6,20,1,8,1,1,morning rush (7-10),11,Autumn,5,0.105,0.063,0.005,10.796,0.603,47.584,Yes
2017,1,2,1,2,6,20,1,2,2,1,morning rush (7-10),11,Autumn,5,0.105,0.063,0.005,10.796,0.603,47.584,No
2018,1,2,1,6,3,30,7,1,1,1,afternoon rush (16-19),1,Winter,4,0.161,0.106,-0.353,13.47,0.357,20.737,No
2018,1,2,1,7,9,30,1,1,1,1,office hours (10-16),3,Spring,4,0.161,0.106,-0.353,13.47,0.357,20.737,No
2018,1,2,1,7,3,30,1,1,1,1,office hours (10-16),8,Summer,4,0.161,0.106,-0.353,13.47,0.357,20.737,No
2019,1,2,1,6,6,30,1,1,1,1,morning rush (7-10),5,Spring,4,0.161,0.106,-0.353,13.47,0.357,20.737,No
2019,1,1,1,3,3,30,4,1,2,1,night (23-7),10,Autumn,4,0.161,0.106,-0.353,13.47,0.357,20.737,No
2017,1,2,1,5,7,30,5,4,1,1,afternoon rush (16-19),2,Winter,4,0.161,0.106,-0.353,13.47,0.357,20.737,No
2018,1,2,1,6,6,30,1,1,1,1,afternoon rush (16-19),1,Winter,3,0.195,0.104,0.305,12.129,0.256,48.589,No
2018,1,2,1,5,3,20,1,1,1,1,afternoon rush (16-19),9,Autumn,3,0.195,0.104,0.305,12.129,0.256,48.589,No
2018,3,2,1,7,6,20,1,1,1,1,office hours (10-16),9,Autumn,3,0.195,0.104,0.305,12.129,0.256,48.589,Yes
